6,English Proficient,2007,5 year June,802,646,80.5,579,72.2,89.6,104,13.0,16.1,475,59.2,73.5,67,8.4,10.4,28,3.5,95,11.8,25,3.1,8,1.0
6,English Proficient,2006,5 year June,770,599,77.8,463,60.1,77.3,91,11.8,15.2,372,48.3,62.1,136,17.7,22.7,37,4.8,96,12.5,23,3.0,14,1.8
6,English Proficient,2005,5 year June,716,595,83.1,466,65.1,78.3,121,16.9,20.3,345,48.2,58.0,129,18.0,21.7,29,4.1,64,8.9,16,2.2,12,1.7
6,English Proficient,2004,5 year June,787,587,74.6,419,53.2,71.4,82,10.4,14.0,337,42.8,57.4,168,21.3,28.6,47,6.0,110,14.0,22,2.8,21,2.7
6,English Proficient,2003,5 year June,851,653,76.7,456,53.6,69.8,128,15.0,19.6,328,38.5,50.2,197,23.1,30.2,58,6.8,123,14.5,15,1.8,2,0.2
6,English Proficient,2002,5 year June,716,463,64.7,300,41.9,64.8,40,5.6,8.6,260,36.3,56.2,165,23.0,35.6,49,6.8,98,13.7,11,1.5,10,1.4
6,English Proficient,2001,5 year June,806,599,74.3,336,41.7,56.1,81,10.0,13.5,255,31.6,42.6,265,32.9,44.2,63,7.8,125,15.5,15,1.9,4,0.5
6,English Proficient,2010,6 year June,907,759,83.7,719,79.3,94.7,76,8.4,10.0,643,70.9,84.7,40,4.4,5.3,41,4.5,90,9.9,10,1.1,7,0.8
6,English Proficient,2009,6 year June,982,798,81.3,763,77.7,95.6,79,8.0,9.9,684,69.7,85.7,35,3.6,4.4,46,4.7,110,11.2,11,1.1,15,1.5
6,English Proficient,2008,6 year June,908,710,78.2,686,75.6,96.6,102,11.2,14.4,584,64.3,82.3,24,2.6,3.4,40,4.4,121,13.3,23,2.5,14,1.5
6,English Proficient,2007,6 year June,804,662,82.3,589,73.3,89.0,104,12.9,15.7,485,60.3,73.3,73,9.1,11.0,17,2.1,91,11.3,25,3.1,9,1.1
6,English Proficient,2006,6 year June,750,613,81.7,469,62.5,76.5,91,12.1,14.8,378,50.4,61.7,144,19.2,23.5,10,1.3,89,11.9,23,3.1,14,1.9
6,English Proficient,2005,6 year June,678,572,84.4,445,65.6,77.8,115,17.0,20.1,330,48.7,57.7,127,18.7,22.2,17,2.5,61,9.0,17,2.5,11,1.6
6,English Proficient,2004,6 year June,833,644,77.3,445,53.4,69.1,87,10.4,13.5,358,43.0,55.6,199,23.9,30.9,27,3.2,115,13.8,24,2.9,22,2.6
6,English Proficient,2003,6 year June,854,665,77.9,461,54.0,69.3,128,15.0,19.2,333,39.0,50.1,204,23.9,30.7,37,4.3,131,15.3,16,1.9,5,0.6
6,English Proficient,2002,6 year June,716,475,66.3,302,42.2,63.6,40,5.6,8.4,262,36.6,55.2,175,24.4,36.8,32,4.5,103,14.4,11,1.5,10,1.4
6,English Proficient,2001,6 year June,806,611,75.8,337,41.8,55.2,81,10.0,13.3,256,31.8,41.9,280,34.7,45.8,33,4.1,142,17.6,16,2.0,4,0.5
6,Former ELL,2012,4 year August,142,122,85.9,112,78.9,91.8,2,1.4,1.6,110,77.5,90.2,10,7.0,8.2,17,12.0,3,2.1,0,0.0,0,0.0
6,Former ELL,2011,4 year August,82,66,80.5,57,69.5,86.4,7,8.5,10.6,50,61.0,75.8,9,11.0,13.6,11,13.4,4,4.9,1,1.2,0,0.0
6,Former ELL,2010,4 year August,93,68,73.1,64,68.8,94.1,6,6.5,8.8,58,62.4,85.3,4,4.3,5.9,18,19.4,7,7.5,0,0.0,0,0.0
6,Former ELL,2009,4 year August,80,63,78.8,59,73.8,93.7,11,13.8,17.5,48,60.0,76.2,4,5.0,6.3,9,11.3,7,8.8,1,1.3,0,0.0
6,Former ELL,2008,4 year August,88,75,85.2,74,84.1,98.7,10,11.4,13.3,64,72.7,85.3,1,1.1,1.3,9,10.2,3,3.4,0,0.0,1,1.1
6,Former ELL,2007,4 year August,68,61,89.7,51,75.0,83.6,12,17.6,19.7,39,57.4,63.9,10,14.7,16.4,3,4.4,2,2.9,1,1.5,1,1.5
6,Former ELL,2006,4 year August,53,47,88.7,39,73.6,83.0,13,24.5,27.7,26,49.1,55.3,8,15.1,17.0,4,7.5,1,1.9,0,0.0,1,1.9
6,Former ELL,2005,4 year August,38,34,89.5,24,63.2,70.6,6,15.8,17.6,18,47.4,52.9,10,26.3,29.4,3,7.9,1,2.6,0,0.0,0,0.0
6,Former ELL,2012,4 year June,142,117,82.4,107,75.4,91.5,2,1.4,1.7,105,73.9,89.7,10,7.0,8.5,22,15.5,3,2.1,0,0.0,0,0.0
6,Former ELL,2011,4 year June,82,60,73.2,54,65.9,90.0,7,8.5,11.7,47,57.3,78.3,6,7.3,10.0,17,20.7,4,4.9,1,1.2,0,0.0
6,Former ELL,2010,4 year June,93,66,71.0,63,67.7,95.5,6,6.5,9.1,57,61.3,86.4,3,3.2,4.5,20,21.5,7,7.5,0,0.0,0,0.0
6,Former ELL,2009,4 year June,80,61,76.3,56,70.0,91.8,11,13.8,18.0,45,56.3,73.8,5,6.3,8.2,11,13.8,7,8.8,1,1.3,0,0.0
6,Former ELL,2008,4 year June,88,74,84.1,73,83.0,98.6,10,11.4,13.5,63,71.6,85.1,1,1.1,1.4,10,11.4,3,3.4,0,0.0,1,1.1
6,Former ELL,2007,4 year June,68,54,79.4,46,67.6,85.2,12,17.6,22.2,34,50.0,63.0,8,11.8,14.8,9,13.2,3,4.4,1,1.5,1,1.5
6,Former ELL,2006,4 year June,53,45,84.9,39,73.6,86.7,13,24.5,28.9,26,49.1,57.8,6,11.3,13.3,6,11.3,1,1.9,0,0.0,1,1.9
6,Former ELL,2005,4 year June,38,33,86.8,24,63.2,72.7,6,15.8,18.2,18,47.4,54.5,9,23.7,27.3,4,10.5,1,2.6,0,0.0,0,0.0
6,Former ELL,2004,4 year June,48,40,83.3,24,50.0,60.0,5,10.4,12.5,19,39.6,47.5,16,33.3,40.0,8,16.7,0,0.0,0,0.0,0,0.0
6,Former ELL,2003,4 year June,94,82,87.2,43,45.7,52.4,3,3.2,3.7,40,42.6,48.8,39,41.5,47.6,8,8.5,3,3.2,1,1.1,0,0.0
6,Former ELL,2002,4 year June,25,0,0.0,0,0.0,,0,0.0,,0,0.0,,0,0.0,,25,100.0,0,0.0,0,0.0,0,0.0
6,Former ELL,2011,5 year August,88,78,88.6,62,70.5,79.5,7,8.0,9.0,55,62.5,70.5,16,18.2,20.5,5,5.7,5,5.7,0,0.0,0,0.0
6,Former ELL,2010,5 year August,96,80,83.3,74,77.1,92.5,6,6.3,7.5,68,70.8,85.0,6,6.3,7.5,6,6.3,10,10.4,0,0.0,0,0.0
6,Former ELL,2009,5 year August,81,66,81.5,60,74.1,90.9,11,13.6,16.7,49,60.5,74.2,6,7.4,9.1,5,6.2,9,11.1,1,1.2,0,0.0
6,Former ELL,2008,5 year August,94,86,91.5,84,89.4,97.7,10,10.6,11.6,74,78.7,86.0,2,2.1,2.3,3,3.2,4,4.3,0,0.0,1,1.1
6,Former ELL,2007,5 year August,69,64,92.8,52,75.4,81.3,13,18.8,20.3,39,56.5,60.9,12,17.4,18.8,0,0.0,5,7.2,0,0.0,0,0.0
6,Former ELL,2006,5 year August,57,53,93.0,41,71.9,77.4,13,22.8,24.5,28,49.1,52.8,12,21.1,22.6,1,1.8,2,3.5,1,1.8,0,0.0
6,Former ELL,2011,5 year June,88,78,88.6,62,70.5,79.5,7,8.0,9.0,55,62.5,70.5,16,18.2,20.5,5,5.7,5,5.7,0,0.0,0,0.0
6,Former ELL,2010,5 year June,96,77,80.2,72,75.0,93.5,6,6.3,7.8,66,68.8,85.7,5,5.2,6.5,9,9.4,10,10.4,0,0.0,0,0.0
6,Former ELL,2009,5 year June,81,64,79.0,59,72.8,92.2,11,13.6,17.2,48,59.3,75.0,5,6.2,7.8,7,8.6,9,11.1,1,1.2,0,0.0
6,Former ELL,2008,5 year June,94,86,91.5,84,89.4,97.7,10,10.6,11.6,74,78.7,86.0,2,2.1,2.3,3,3.2,4,4.3,0,0.0,1,1.1
6,Former ELL,2007,5 year June,69,64,92.8,52,75.4,81.3,13,18.8,20.3,39,56.5,60.9,12,17.4,18.8,0,0.0,5,7.2,0,0.0,0,0.0
6,Former ELL,2006,5 year June,57,52,91.2,40,70.2,76.9,13,22.8,25.0,27,47.4,51.9,12,21.1,23.1,1,1.8,3,5.3,1,1.8,0,0.0
6,Former ELL,2004,5 year June,45,43,95.6,24,53.3,55.8,5,11.1,11.6,19,42.2,44.2,19,42.2,44.2,2,4.4,0,0.0,0,0.0,0,0.0
6,Former ELL,2003,5 year June,94,89,94.7,44,46.8,49.4,3,3.2,3.4,41,43.6,46.1,45,47.9,50.6,1,1.1,3,3.2,1,1.1,0,0.0
6,Former ELL,2002,5 year June,25,19,76.0,4,16.0,21.1,0,0.0,0.0,4,16.0,21.1,16,64.0,84.2,2,8.0,4,16.0,0,0.0,0,0.0
6,Former ELL,2010,6 year June,93,81,87.1,74,79.6,91.4,6,6.5,7.4,68,73.1,84.0,7,7.5,8.6,2,2.2,10,10.8,0,0.0,0,0.0
6,Former ELL,2009,6 year June,77,65,84.4,59,76.6,90.8,11,14.3,16.9,48,62.3,73.8,6,7.8,9.2,2,2.6,9,11.7,1,1.3,0,0.0
6,Former ELL,2008,6 year June,93,87,93.5,84,90.3,96.6,10,10.8,11.5,74,79.6,85.1,3,3.2,3.4,1,1.1,4,4.3,0,0.0,1,1.1
6,Former ELL,2007,6 year June,68,66,97.1,54,79.4,81.8,13,19.1,19.7,41,60.3,62.1,12,17.6,18.2,0,0.0,2,2.9,0,0.0,0,0.0
6,Former ELL,2006,6 year June,57,54,94.7,41,71.9,75.9,13,22.8,24.1,28,49.1,51.9,13,22.8,24.1,0,0.0,3,5.3,0,0.0,0,0.0
6,Former ELL,2005,6 year June,38,35,92.1,25,65.8,71.4,6,15.8,17.1,19,50.0,54.3,10,26.3,28.6,1,2.6,2,5.3,0,0.0,0,0.0
6,Former ELL,2003,6 year June,95,90,94.7,44,46.3,48.9,3,3.2,3.3,41,43.2,45.6,46,48.4,51.1,1,1.1,3,3.2,1,1.1,0,0.0
6,Former ELL,2002,6 year June,25,19,76.0,4,16.0,21.1,0,0.0,0.0,4,16.0,21.1,16,64.0,84.2,2,8.0,4,16.0,0,0.0,0,0.0
7,ELL,2012,4 year August,165,59,35.8,45,27.3,76.3,0,0.0,0.0,45,27.3,76.3,14,8.5,23.7,59,35.8,44,26.7,2,1.2,1,0.6
7,ELL,2011,4 year August,184,55,29.9,41,22.3,74.5,1,0.5,1.8,40,21.7,72.7,14,7.6,25.5,86,46.7,32,17.4,10,5.4,1,0.5
7,ELL,2010,4 year August,232,62,26.7,51,22.0,82.3,0,0.0,0.0,51,22.0,82.3,11,4.7,17.7,92,39.7,65,28.0,11,4.7,2,0.9
7,ELL,2009,4 year August,250,66,26.4,53,21.2,80.3,0,0.0,0.0,53,21.2,80.3,13,5.2,19.7,101,40.4,63,25.2,19,7.6,1,0.4
7,ELL,2008,4 year August,250,73,29.2,52,20.8,71.2,1,0.4,1.4,51,20.4,69.9,21,8.4,28.8,86,34.4,63,25.2,28,11.2,0,0.0
7,ELL,2007,4 year August,221,72,32.6,42,19.0,58.3,1,0.5,1.4,41,18.6,56.9,30,13.6,41.7,75,33.9,56,25.3,14,6.3,3,1.4
7,ELL,2006,4 year August,216,77,35.6,33,15.3,42.9,0,0.0,0.0,33,15.3,42.9,44,20.4,57.1,67,31.0,42,19.4,26,12.0,4,1.9
7,ELL,2005,4 year August,138,36,26.1,14,10.1,38.9,6,4.3,16.7,8,5.8,22.2,22,15.9,61.1,38,27.5,38,27.5,23,16.7,3,2.2
7,ELL,2012,4 year June,165,53,32.1,42,25.5,79.2,0,0.0,0.0,42,25.5,79.2,11,6.7,20.8,65,39.4,44,26.7,2,1.2,1,0.6
7,ELL,2011,4 year June,184,47,25.5,37,20.1,78.7,1,0.5,2.1,36,19.6,76.6,10,5.4,21.3,93,50.5,32,17.4,11,6.0,1,0.5
7,ELL,2010,4 year June,232,52,22.4,41,17.7,78.8,0,0.0,0.0,41,17.7,78.8,11,4.7,21.2,102,44.0,65,28.0,11,4.7,2,0.9
7,ELL,2009,4 year June,250,51,20.4,41,16.4,80.4,0,0.0,0.0,41,16.4,80.4,10,4.0,19.6,116,46.4,63,25.2,19,7.6,1,0.4
7,ELL,2008,4 year June,250,66,26.4,48,19.2,72.7,1,0.4,1.5,47,18.8,71.2,18,7.2,27.3,93,37.2,63,25.2,28,11.2,0,0.0
7,ELL,2007,4 year June,221,59,26.7,38,17.2,64.4,1,0.5,1.7,37,16.7,62.7,21,9.5,35.6,88,39.8,56,25.3,14,6.3,3,1.4
7,ELL,2006,4 year June,216,64,29.6,31,14.4,48.4,0,0.0,0.0,31,14.4,48.4,33,15.3,51.6,80,37.0,42,19.4,26,12.0,4,1.9
7,ELL,2005,4 year June,138,32,23.2,14,10.1,43.8,6,4.3,18.8,8,5.8,25.0,18,13.0,56.3,42,30.4,38,27.5,23,16.7,3,2.2
7,ELL,2004,4 year June,145,30,20.7,14,9.7,46.7,1,0.7,3.3,13,9.0,43.3,16,11.0,53.3,56,38.6,42,29.0,17,11.7,0,0.0
7,ELL,2003,4 year June,140,33,23.6,9,6.4,27.3,3,2.1,9.1,6,4.3,18.2,24,17.1,72.7,50,35.7,38,27.1,19,13.6,0,0.0
7,ELL,2002,4 year June,126,43,34.1,13,10.3,30.2,1,0.8,2.3,12,9.5,27.9,30,23.8,69.8,34,27.0,28,22.2,21,16.7,0,0.0
7,ELL,2001,4 year June,131,40,30.5,8,6.1,20.0,0,0.0,0.0,8,6.1,20.0,32,24.4,80.0,33,25.2,34,26.0,22,16.8,2,1.5
7,ELL,2011,5 year August,178,71,39.9,55,30.9,77.5,1,0.6,1.4,54,30.3,76.1,16,9.0,22.5,32,18.0,58,32.6,15,8.4,2,1.1
7,ELL,2010,5 year August,227,84,37.0,69,30.4,82.1,0,0.0,0.0,69,30.4,82.1,15,6.6,17.9,47,20.7,78,34.4,16,7.0,2,0.9
7,ELL,2009,5 year August,243,93,38.3,71,29.2,76.3,0,0.0,0.0,71,29.2,76.3,22,9.1,23.7,51,21.0,79,32.5,19,7.8,1,0.4
7,ELL,2008,5 year August,243,87,35.8,58,23.9,66.7,1,0.4,1.1,57,23.5,65.5,29,11.9,33.3,45,18.5,74,30.5,34,14.0,3,1.2
7,ELL,2007,5 year August,207,83,40.1,46,22.2,55.4,1,0.5,1.2,45,21.7,54.2,37,17.9,44.6,26,12.6,74,35.7,21,10.1,2,1.0
7,ELL,2006,5 year August,237,93,39.2,36,15.2,38.7,0,0.0,0.0,36,15.2,38.7,57,24.1,61.3,42,17.7,65,27.4,34,14.3,2,0.8
7,ELL,2011,5 year June,178,68,38.2,53,29.8,77.9,1,0.6,1.5,52,29.2,76.5,15,8.4,22.1,35,19.7,58,32.6,15,8.4,2,1.1
7,ELL,2010,5 year June,227,80,35.2,66,29.1,82.5,0,0.0,0.0,66,29.1,82.5,14,6.2,17.5,51,22.5,78,34.4,16,7.0,2,0.9
7,ELL,2009,5 year June,243,86,35.4,67,27.6,77.9,0,0.0,0.0,67,27.6,77.9,19,7.8,22.1,57,23.5,79,32.5,20,8.2,1,0.4
7,ELL,2008,5 year June,243,82,33.7,55,22.6,67.1,1,0.4,1.2,54,22.2,65.9,27,11.1,32.9,50,20.6,74,30.5,34,14.0,3,1.2
7,ELL,2007,5 year June,207,79,38.2,44,21.3,55.7,1,0.5,1.3,43,20.8,54.4,35,16.9,44.3,30,14.5,74,35.7,21,10.1,2,1.0
7,ELL,2006,5 year June,237,90,38.0,36,15.2,40.0,0,0.0,0.0,36,15.2,40.0,54,22.8,60.0,45,19.0,65,27.4,34,14.3,2,0.8
7,ELL,2005,5 year June,136,39,28.7,14,10.3,35.9,6,4.4,15.4,8,5.9,20.5,25,18.4,64.1,15,11.0,50,36.8,29,21.3,2,1.5
7,ELL,2004,5 year June,143,42,29.4,14,9.8,33.3,1,0.7,2.4,13,9.1,31.0,28,19.6,66.7,14,9.8,59,41.3,23,16.1,5,3.5
7,ELL,2003,5 year June,140,43,30.7,9,6.4,20.9,3,2.1,7.0,6,4.3,14.0,34,24.3,79.1,23,16.4,49,35.0,25,17.9,0,0.0
7,ELL,2002,5 year June,126,49,38.9,14,11.1,28.6,1,0.8,2.0,13,10.3,26.5,35,27.8,71.4,17,13.5,31,24.6,29,23.0,0,0.0
7,ELL,2001,5 year June,131,46,35.1,10,7.6,21.7,0,0.0,0.0,10,7.6,21.7,36,27.5,78.3,11,8.4,41,31.3,31,23.7,2,1.5
7,ELL,2010,6 year June,224,90,40.2,72,32.1,80.0,0,0.0,0.0,72,32.1,80.0,18,8.0,20.0,23,10.3,92,41.1,17,7.6,2,0.9
7,ELL,2009,6 year June,244,97,39.8,72,29.5,74.2,0,0.0,0.0,72,29.5,74.2,25,10.2,25.8,39,16.0,86,35.2,21,8.6,1,0.4
7,ELL,2008,6 year June,243,95,39.1,62,25.5,65.3,1,0.4,1.1,61,25.1,64.2,33,13.6,34.7,25,10.3,79,32.5,43,17.7,1,0.4
7,ELL,2007,6 year June,207,91,44.0,48,23.2,52.7,1,0.5,1.1,47,22.7,51.6,43,20.8,47.3,13,6.3,76,36.7,23,11.1,3,1.4
7,ELL,2006,6 year June,214,96,44.9,36,16.8,37.5,0,0.0,0.0,36,16.8,37.5,60,28.0,62.5,14,6.5,67,31.3,33,15.4,3,1.4
7,ELL,2005,6 year June,133,44,33.1,15,11.3,34.1,6,4.5,13.6,9,6.8,20.5,29,21.8,65.9,7,5.3,51,38.3,29,21.8,1,0.8
7,ELL,2004,6 year June,141,43,30.5,14,9.9,32.6,1,0.7,2.3,13,9.2,30.2,29,20.6,67.4,7,5.0,62,44.0,25,17.7,4,2.8
7,ELL,2003,6 year June,137,43,31.4,9,6.6,20.9,3,2.2,7.0,6,4.4,14.0,34,24.8,79.1,9,6.6,58,42.3,26,19.0,1,0.7
7,ELL,2002,6 year June,126,52,41.3,14,11.1,26.9,1,0.8,1.9,13,10.3,25.0,38,30.2,73.1,8,6.3,34,27.0,32,25.4,0,0.0
7,ELL,2001,6 year June,131,46,35.1,10,7.6,21.7,0,0.0,0.0,10,7.6,21.7,36,27.5,78.3,7,5.3,43,32.8,33,25.2,2,1.5
7,English Proficient,2012,4 year August,1450,891,61.4,818,56.4,91.8,46,3.2,5.2,772,53.2,86.6,73,5.0,8.2,331,22.8,210,14.5,8,0.6,10,0.7
7,English Proficient,2011,4 year August,1473,860,58.4,784,53.2,91.2,51,3.5,5.9,733,49.8,85.2,76,5.2,8.8,381,25.9,193,13.1,23,1.6,12,0.8
7,English Proficient,2010,4 year August,1491,860,57.7,781,52.4,90.8,39,2.6,4.5,742,49.8,86.3,79,5.3,9.2,446,29.9,163,10.9,17,1.1,5,0.3
7,English Proficient,2009,4 year August,1557,844,54.2,782,50.2,92.7,39,2.5,4.6,743,47.7,88.0,62,4.0,7.3,441,28.3,220,14.1,38,2.4,14,0.9
7,English Proficient,2008,4 year August,1594,889,55.8,842,52.8,94.7,53,3.3,6.0,789,49.5,88.8,47,2.9,5.3,383,24.0,253,15.9,50,3.1,19,1.2
7,English Proficient,2007,4 year August,1685,975,57.9,723,42.9,74.2,84,5.0,8.6,639,37.9,65.5,252,15.0,25.8,427,25.3,213,12.6,44,2.6,23,1.4
7,English Proficient,2006,4 year August,1429,846,59.2,584,40.9,69.0,79,5.5,9.3,505,35.3,59.7,262,18.3,31.0,266,18.6,222,15.5,68,4.8,27,1.9
7,English Proficient,2005,4 year August,1424,812,57.0,528,37.1,65.0,112,7.9,13.8,416,29.2,51.2,284,19.9,35.0,355,24.9,189,13.3,43,3.0,25,1.8
7,English Proficient,2012,4 year June,1450,843,58.1,779,53.7,92.4,49,3.4,5.8,730,50.3,86.6,64,4.4,7.6,379,26.1,210,14.5,8,0.6,10,0.7
7,English Proficient,2011,4 year June,1473,794,53.9,737,50.0,92.8,51,3.5,6.4,686,46.6,86.4,57,3.9,7.2,446,30.3,193,13.1,24,1.6,12,0.8
7,English Proficient,2010,4 year June,1491,779,52.2,711,47.7,91.3,34,2.3,4.4,677,45.4,86.9,68,4.6,8.7,527,35.3,163,10.9,17,1.1,5,0.3
7,English Proficient,2009,4 year June,1557,760,48.8,710,45.6,93.4,39,2.5,5.1,671,43.1,88.3,50,3.2,6.6,521,33.5,220,14.1,42,2.7,14,0.9
7,English Proficient,2008,4 year June,1594,829,52.0,793,49.7,95.7,53,3.3,6.4,740,46.4,89.3,36,2.3,4.3,441,27.7,254,15.9,51,3.2,19,1.2
7,English Proficient,2007,4 year June,1685,882,52.3,678,40.2,76.9,84,5.0,9.5,594,35.3,67.3,204,12.1,23.1,517,30.7,215,12.8,46,2.7,23,1.4
7,English Proficient,2006,4 year June,1429,783,54.8,557,39.0,71.1,78,5.5,10.0,479,33.5,61.2,226,15.8,28.9,329,23.0,222,15.5,68,4.8,27,1.9
7,English Proficient,2005,4 year June,1424,757,53.2,508,35.7,67.1,112,7.9,14.8,396,27.8,52.3,249,17.5,32.9,410,28.8,189,13.3,43,3.0,25,1.8
7,English Proficient,2004,4 year June,1333,755,56.6,467,35.0,61.9,112,8.4,14.8,355,26.6,47.0,288,21.6,38.1,341,25.6,194,14.6,40,3.0,3,0.2
7,English Proficient,2003,4 year June,1118,622,55.6,351,31.4,56.4,96,8.6,15.4,255,22.8,41.0,271,24.2,43.6,295,26.4,158,14.1,34,3.0,8,0.7
7,English Proficient,2002,4 year June,1049,606,57.8,340,32.4,56.1,51,4.9,8.4,289,27.6,47.7,266,25.4,43.9,249,23.7,144,13.7,36,3.4,11,1.0
7,English Proficient,2001,4 year June,902,493,54.7,281,31.2,57.0,27,3.0,5.5,254,28.2,51.5,213,23.6,43.2,210,23.3,144,16.0,51,5.7,3,0.3
7,English Proficient,2011,5 year August,1483,975,65.7,874,58.9,89.6,51,3.4,5.2,823,55.5,84.4,101,6.8,10.4,173,11.7,287,19.4,29,2.0,15,1.0
7,English Proficient,2010,5 year August,1530,1003,65.6,890,58.2,88.7,39,2.5,3.9,851,55.6,84.8,113,7.4,11.3,223,14.6,261,17.1,34,2.2,8,0.5
7,English Proficient,2009,5 year August,1572,1000,63.6,907,57.7,90.7,38,2.4,3.8,869,55.3,86.9,93,5.9,9.3,219,13.9,296,18.8,42,2.7,15,1.0
7,English Proficient,2008,5 year August,1610,1013,62.9,948,58.9,93.6,53,3.3,5.2,895,55.6,88.4,65,4.0,6.4,176,10.9,333,20.7,69,4.3,19,1.2
7,English Proficient,2007,5 year August,1667,1081,64.8,776,46.6,71.8,84,5.0,7.8,692,41.5,64.0,305,18.3,28.2,153,9.2,338,20.3,62,3.7,29,1.7
7,English Proficient,2006,5 year August,1514,939,62.0,609,40.2,64.9,80,5.3,8.5,529,34.9,56.3,330,21.8,35.1,160,10.6,306,20.2,78,5.2,28,1.8
7,English Proficient,2011,5 year June,1483,949,64.0,856,57.7,90.2,51,3.4,5.4,805,54.3,84.8,93,6.3,9.8,199,13.4,287,19.4,29,2.0,15,1.0
7,English Proficient,2010,5 year June,1530,983,64.2,872,57.0,88.7,39,2.5,4.0,833,54.4,84.7,111,7.3,11.3,242,15.8,262,17.1,34,2.2,8,0.5
7,English Proficient,2009,5 year June,1572,946,60.2,861,54.8,91.0,38,2.4,4.0,823,52.4,87.0,85,5.4,9.0,273,17.4,296,18.8,42,2.7,15,1.0
7,English Proficient,2008,5 year June,1610,988,61.4,924,57.4,93.5,53,3.3,5.4,871,54.1,88.2,64,4.0,6.5,199,12.4,335,20.8,69,4.3,19,1.2
7,English Proficient,2007,5 year June,1667,1054,63.2,764,45.8,72.5,84,5.0,8.0,680,40.8,64.5,290,17.4,27.5,173,10.4,345,20.7,62,3.7,29,1.7
7,English Proficient,2006,5 year June,1514,924,61.0,605,40.0,65.5,80,5.3,8.7,525,34.7,56.8,319,21.1,34.5,172,11.4,309,20.4,78,5.2,27,1.8
7,English Proficient,2005,5 year June,1447,921,63.6,563,38.9,61.1,117,8.1,12.7,446,30.8,48.4,358,24.7,38.9,139,9.6,292,20.2,62,4.3,32,2.2
7,English Proficient,2004,5 year June,1321,871,65.9,506,38.3,58.1,118,8.9,13.5,388,29.4,44.5,365,27.6,41.9,120,9.1,254,19.2,58,4.4,18,1.4
7,English Proficient,2003,5 year June,1118,729,65.2,377,33.7,51.7,97,8.7,13.3,280,25.0,38.4,352,31.5,48.3,100,8.9,233,20.8,45,4.0,10,0.9
7,English Proficient,2002,5 year June,1049,684,65.2,354,33.7,51.8,51,4.9,7.5,303,28.9,44.3,332,31.6,48.5,107,10.2,198,18.9,46,4.4,11,1.0
7,English Proficient,2001,5 year June,902,566,62.7,302,33.5,53.4,28,3.1,4.9,274,30.4,48.4,268,29.7,47.3,70,7.8,197,21.8,65,7.2,3,0.3
7,English Proficient,2010,6 year June,1534,1054,68.7,929,60.6,88.1,39,2.5,3.7,890,58.0,84.4,125,8.1,11.9,114,7.4,314,20.5,37,2.4,12,0.8
7,English Proficient,2009,6 year June,1573,1053,66.9,951,60.5,90.3,38,2.4,3.6,913,58.0,86.7,102,6.5,9.7,133,8.5,328,20.9,45,2.9,14,0.9
7,English Proficient,2008,6 year June,1606,1058,65.9,983,61.2,92.9,53,3.3,5.0,930,57.9,87.9,75,4.7,7.1,95,5.9,360,22.4,77,4.8,16,1.0
7,English Proficient,2007,6 year June,1673,1112,66.5,790,47.2,71.0,84,5.0,7.6,706,42.2,63.5,322,19.2,29.0,81,4.8,385,23.0,67,4.0,26,1.6
7,English Proficient,2006,6 year June,1488,973,65.4,613,41.2,63.0,80,5.4,8.2,533,35.8,54.8,360,24.2,37.0,57,3.8,350,23.5,76,5.1,27,1.8
7,English Proficient,2005,6 year June,1441,946,65.6,563,39.1,59.5,114,7.9,12.1,449,31.2,47.5,383,26.6,40.5,93,6.5,309,21.4,63,4.4,29,2.0
7,English Proficient,2004,6 year June,1350,932,69.0,534,39.6,57.3,120,8.9,12.9,414,30.7,44.4,398,29.5,42.7,65,4.8,276,20.4,58,4.3,16,1.2
7,English Proficient,2003,6 year June,1120,754,67.3,380,33.9,50.4,97,8.7,12.9,283,25.3,37.5,374,33.4,49.6,45,4.0,259,23.1,46,4.1,15,1.3
7,English Proficient,2002,6 year June,1049,709,67.6,360,34.3,50.8,51,4.9,7.2,309,29.5,43.6,351,33.5,49.5,61,5.8,216,20.6,49,4.7,11,1.0
7,English Proficient,2001,6 year June,902,579,64.2,306,33.9,52.8,28,3.1,4.8,278,30.8,48.0,278,30.8,48.0,32,3.5,220,24.4,67,7.4,3,0.3
7,Former ELL,2012,4 year August,88,70,79.5,60,68.2,85.7,0,0.0,0.0,60,68.2,85.7,10,11.4,14.3,11,12.5,7,8.0,0,0.0,0,0.0
7,Former ELL,2011,4 year August,74,57,77.0,54,73.0,94.7,1,1.4,1.8,53,71.6,93.0,3,4.1,5.3,10,13.5,7,9.5,0,0.0,0,0.0
7,Former ELL,2010,4 year August,60,36,60.0,32,53.3,88.9,2,3.3,5.6,30,50.0,83.3,4,6.7,11.1,15,25.0,7,11.7,2,3.3,0,0.0
7,Former ELL,2009,4 year August,63,38,60.3,35,55.6,92.1,1,1.6,2.6,34,54.0,89.5,3,4.8,7.9,17,27.0,7,11.1,1,1.6,0,0.0
7,Former ELL,2008,4 year August,42,31,73.8,29,69.0,93.5,0,0.0,0.0,29,69.0,93.5,2,4.8,6.5,7,16.7,3,7.1,1,2.4,0,0.0
7,Former ELL,2007,4 year August,67,49,73.1,34,50.7,69.4,2,3.0,4.1,32,47.8,65.3,15,22.4,30.6,10,14.9,7,10.4,1,1.5,0,0.0
